ID	chrom	loc.start	loc.end	num.mark	seg.mean	seg.med	probes.Sd	estimCopy
N08135	1	564621	249198692	71224	-0.0706	-0.03575	0.914731326043168	2
N08135	2	15703	243048760	73818	-0.0511	-0.03575	0.917874156775682	2
N08135	3	69244	197856433	60579	0.9355	-0.03575	0.924185697244162	2
N08135	4	45410	190921709	55908	-0.0229	-0.03575	0.92084829969127	2
N08135	5	36344	180692833	56335	7e-04	-0.03575	0.919454516136144	2
N08135	6	203249	67008286	22633	-0.0946	-0.03575	0.906381282231678	2
N08135	6	67008811	67037554	6	-3.3109	-3.21359155857692	1.3000492928368	1
N08135	6	67038021	170918031	33370	-0.0547	-0.03575	0.922977817684353	2
N08135	7	43259	159119220	46895	-0.0242	-0.03575	0.91134849667919	2
N08135	8	161222	146293414	48566	-0.0213	-0.03575	0.915110555038773	2
N08135	9	37747	141071475	41387	1.5774	1.59614592137604	0.93944000820634	6
N08135	10	104427	135434551	48097	-0.0418	-0.03575	0.916384023354206	2
N08135	11	198510	130733185	42449	1.6547	1.66865390180283	0.940013805708832	6
N08135	11	130733365	134944770	1976	1.9068	1.92030058870443	0.986784091769698	8
N08135	12	161382	133777645	42452	-0.0767	-0.03575	0.912440851827414	2
N08135	13	19045720	115106996	34060	-0.0221	-0.03575	0.904387829614165	2
N08135	14	20211644	107285437	28033	-0.0773	-0.03575	0.929410003953113	2
N08135	15	20071673	102400037	26014	-0.0718	-0.03575	0.930689727286866	2
N08135	16	86671	90163275	27567	-0.0526	-0.03575	0.943276701002168	2
N08135	17	6689	81049726	20579	-0.0772	-0.03575	0.92677318576989	2
N08135	18	11543	78015057	26505	-0.0126	-0.03575	0.911156803835385	2
N08135	19	260912	59095126	11860	0.976	-0.03575	0.941408148189879	2
N08135	20	61795	62912463	22820	-0.0297	-0.03575	0.916546146969514	2
N08135	21	10913441	48084820	12527	0.9498	-0.03575	0.953622767049282	2
N08135	22	16055171	51219006	11424	0.9677	-0.03575	0.950720239462778	2
N08135	23	152439	6947767	2036	-1.3085	-1.21125	1.19148022511413	1
N08135	23	6948429	20687266	4153	-1.8205	-1.8205	1.04480435795167	1
N08135	23	20688567	110105876	18359	-1.5697	-1.8205	1.03242499352743	1
N08135	23	110105989	117310280	1996	-1.114	-1.21125	1.19430285571649	1
N08135	23	117313173	154925045	10214	-0.0744	-0.03575	0.947179982667586	2
N08135	24	2722506	28758193	347	-1.949	-1.8205	1.1163355005171	1
