ID	chrom	loc.start	loc.end	num.mark	seg.mean	seg.med	probes.Sd	estimCopy
N05062	1	564621	74671994	21869	-0.0225	0.0036	0.752377653998531	2
N05062	1	74672776	76402084	489	-0.8921	-0.8671	1.06458994544943	1
N05062	1	76402145	107331520	9534	-1.6491	-1.6506	0.776235391175665	1
N05062	1	107331879	109515652	730	-0.3175	-0.191612225605571	0.995320432600784	2
N05062	1	109521317	146694922	4007	0.0013	0.0036	0.692872347697195	2
N05062	1	146694981	249198692	34595	1.0133	1.0134	0.738446941152055	4
N05062	2	15703	243048760	73818	0.0036	0.0036	0.72066503745449	2
N05062	3	69244	197856433	60579	-3e-04	0.0036	0.719904715894776	2
N05062	4	45410	190921709	55908	0.0363	0.0036	0.714691539110035	2
N05062	5	36344	133588422	40239	2e-04	0.0036	0.725508347302111	2
N05062	5	133588477	180692833	16096	1.0135	1.0134	0.757474759321687	4
N05062	6	203249	161628621	52062	-0.012	0.0036	0.713807895342953	2
N05062	6	161630459	170918031	3947	0.1782	0.194986536400603	0.72922188798611	2
N05062	7	43259	72884188	23344	-0.007	0.0036	0.721328855386359	2
N05062	7	72896550	75044630	127	-0.8421	-0.8671	1.20800908456032	1
N05062	7	75058380	159119220	23424	0.0247	0.0036	0.711796527761475	2
N05062	8	161222	32861273	16124	-1.6256	-1.6506	0.773315534268786	1
N05062	8	32862937	33269860	113	-1.3376	-1.2972	1.05580729085923	1
N05062	8	33270128	34550799	326	-0.5055	-0.463230545211399	1.09703724638051	2
N05062	8	34557413	146293414	32003	-0.0186	0.0036	0.723823906564387	2
N05062	9	37747	141071475	41387	0.0085	0.0036	0.714578104885972	2
N05062	10	104427	135434551	48097	0.004	0.0036	0.723848006121831	2
N05062	11	198510	134944770	44425	0.0111	0.0036	0.727432097953235	2
N05062	12	161382	85985957	26280	-1.6707	-1.6506	0.758023669573549	1
N05062	12	85986268	86139399	52	-4.0786	-3.92591027226365	2.54130664927306	1
N05062	12	86139884	133777645	16120	-1.6789	-1.6506	0.800188802735275	1
N05062	13	19045720	115106996	34060	-1.6506	-1.6506	0.748212418038922	1
N05062	14	20211644	107285437	28033	-1.7213	-1.6506	0.783905750248912	1
N05062	15	20071673	102400037	26014	-0.0173	0.0036	0.727339270154492	2
N05062	16	86671	90163275	27567	-1.6208	-1.6506	0.761267995620305	1
N05062	17	6689	81049726	20579	-0.0087	0.0036	0.735943810823245	2
N05062	18	11543	78015057	26505	-1.6052	-1.6506	0.75164636776049	1
N05062	19	260912	59095126	11860	0.0305	0.0036	0.761905388037757	2
N05062	20	61795	62912463	22820	0.0099	0.0036	0.734851865986377	2
N05062	21	10913441	48084820	12527	0.0105	0.0036	0.757363014158191	2
N05062	22	16055171	51219006	11424	-1.6572	-1.6506	0.819557864879465	1
N05062	23	152439	6722472	1967	-1.2972	-1.2972	1.07232429283905	1
N05062	23	6723712	141239399	30718	-1.6444	-1.6506	0.762809200733512	1
N05062	23	141245831	142584741	508	-0.9798	-1.2972	1.1147440397272	1
N05062	23	142592350	154925045	3565	0.0518	0.0036	0.778638721953519	2
N05062	24	2722506	28758193	347	-1.9252	-1.6506	0.850546022331807	1
