ID	chrom	loc.start	loc.end	num.mark	seg.mean	seg.med	probes.Sd	estimCopy
N08058	1	564621	115378032	34595	-0.076	-0.0317	0.957903584029777	2
N08058	1	115378405	146693429	2032	-1.342	-1.3692	1.05583408722897	1
N08058	1	146694421	249198692	34597	-0.0541	-0.0317	0.961748547268536	2
N08058	2	15703	144938116	45111	4e-04	-0.0317	0.951167638557826	2
N08058	2	144954779	153079708	2094	-1.3692	-1.3692	0.985429477148011	1
N08058	2	153083897	160626622	2050	-0.3237	-0.70995	1.05220948277352	1
N08058	2	160626898	168469888	2005	-0.0361	-0.0317	0.942650231308457	2
N08058	2	168478548	180922263	4147	-0.8414	-0.70995	1.16395943182639	1
N08058	2	180925205	189458765	2050	-0.4863	-0.70995	1.07039115649739	1
N08058	2	189471825	236432130	14311	-0.0817	-0.0317	0.943893704717666	2
N08058	2	236436519	243048760	2050	-1.0691	-0.70995	1.11745778701617	1
N08058	3	69244	197856433	60579	0.8296	0.8243	0.985292457112175	4
N08058	4	45410	190921709	55908	0.0026	-0.0317	0.95076728030879	2
N08058	5	36344	64357890	20121	0.913	0.9051	0.980444061213522	4
N08058	5	64358052	173766430	34245	0.3585	0.373924565546193	0.980032283737483	3
N08058	5	173767349	180692833	1969	0.6357	0.648785876920682	1.03664372256985	3
N08058	6	203249	18305427	8044	-0.1367	-0.0317	0.976831955844204	2
N08058	6	18309605	23170014	1952	0.1393	0.1086	0.960264354456455	2
N08058	6	23170986	125419899	30005	-0.1234	-0.0317	0.953855423538327	2
N08058	6	125434358	132149300	2000	-0.7172	-0.70995	1.18179204701311	1
N08058	6	132150439	144781436	4016	-1.5319	-1.3692	0.987133495916194	1
N08058	6	144785965	150751951	2034	-0.4883	-0.70995	1.14934634614526	1
N08058	6	150752616	170918031	7958	0.0326	-0.0317	0.980230683444515	2
N08058	7	43259	159119220	46895	-0.0058	-0.0317	0.953654331319893	2
N08058	8	161222	41142695	18235	-1.2995	-1.3692	0.964347124824309	1
N08058	8	41143026	43228621	411	-0.7027	-0.70995	1.26149485695386	1
N08058	8	43242957	146293414	29920	-0.0383	-0.0317	0.950783356736398	2
N08058	9	37747	141071475	41387	0.8722	0.9051	0.988523314545045	4
N08058	10	104427	135434551	48097	-0.0042	-0.0317	0.96001189450932	2
N08058	11	198510	20935009	8087	-0.0447	-0.0317	0.989460876642991	2
N08058	11	20937855	130733185	34362	0.819	0.8243	0.976078098392821	4
N08058	11	130733365	134944770	1976	1.0801	1.09372131346648	0.991391954063015	4
N08058	12	161382	133777645	42452	-0.0628	-0.0317	0.956949830325077	2
N08058	13	19045720	49153095	11792	-0.0679	-0.0317	0.968213437613852	2
N08058	13	49154037	50044585	229	-0.804	-0.70995	1.24958969605017	1
N08058	13	50048580	90476414	12037	-1.3067	-1.3692	0.954917545049792	1
N08058	13	90476464	90727687	114	-0.8796	-0.70995	1.1420922472238	1
N08058	13	90731142	91874975	347	-0.5943	-0.70995	1.2033196089664	1
N08058	13	91882110	115106996	9541	0.0779	0.1086	0.964265056594177	2
N08058	14	20211644	107285437	28033	-0.0387	-0.0317	0.958851094933485	2
N08058	15	20071673	102400037	26014	1.4871	1.49439480062892	1.01758937614447	6
N08058	16	86671	90163275	27567	0.0592	-0.0317	0.970973685820091	2
N08058	17	6689	81049726	20579	-0.0273	-0.0317	0.970746383401954	2
N08058	18	11543	78015057	26505	0.0519	-0.0317	0.951500138433864	2
N08058	19	260912	59095126	11860	0.9051	0.9051	1.04168040039552	4
N08058	20	61795	12575046	5491	0.0108	-0.0317	0.958006071399804	2
N08058	20	12579210	13035593	265	-0.3906	-0.70995	1.06535438084762	1
N08058	20	13035803	62912463	17064	-0.007	-0.0317	0.955290010386462	2
N08058	21	10913441	48084820	12527	0.0321	-0.0317	0.98545805878205	2
N08058	22	16055171	51219006	11424	0.0219	-0.0317	0.989805016183578	2
N08058	23	152439	2751904	359	-0.8806	-0.70995	1.31084218949827	1
N08058	23	2752070	90052677	20062	-1.4761	-1.3692	1.00430040505871	1
N08058	23	90059028	154925045	16337	-0.0832	-0.0317	0.964340008672349	2
N08058	24	2722506	28758193	347	-1.63	-1.3692	1.26802138968627	1
