ID	chrom	loc.start	loc.end	num.mark	seg.mean	seg.med	probes.Sd	estimCopy
T10371	1	882803	249198692	114595	0.023	0.0211	1.19797172410923	2
T10371	2	15703	242775910	126014	0.0206	0.0211	1.19405996043195	2
T10371	3	62614	197851260	105391	0.0164	0.0211	1.17800345146633	2
T10371	4	46691	190921709	99922	0.0211	0.0211	1.19036475261121	2
T10371	5	113577	180692833	94163	0.0211	0.0211	1.17965595130727	2
T10371	6	184719	170908114	105346	0.0248	0.0211	1.1995109836471	2
T10371	7	44167	159119220	93663	0.0224	0.0211	1.22322844462723	2
T10371	8	168484	146292734	78434	0.0167	0.0211	1.17978724304115	2
T10371	9	192129	141018423	61895	0.0187	0.0211	1.17989404915459	2
T10371	10	95662	135426536	71760	0.0286	0.0211	1.18102511041252	2
T10371	11	198510	134942626	78354	0.0275	0.0211	1.21082982291663	2
T10371	12	166333	133778166	67695	0.0051	0.0211	1.18663855191618	2
T10371	13	19438807	115095705	56223	0.0233	0.0211	1.19523773259539	2
T10371	14	20511673	107285437	54440	0.0115	0.0211	1.2044045463999	2
T10371	15	22752399	102429049	50474	0.02	0.0211	1.21928355968724	2
T10371	16	89561	90163275	42079	0.0267	0.0211	1.1658821833701	2
T10371	17	18901	81041938	35249	0.029	0.0211	1.20201669088989	2
T10371	18	136305	78014582	41892	0.0325	0.0211	1.19294081305346	2
T10371	19	260912	59097752	21435	0.0347	0.0211	1.23118218182427	2
T10371	20	61795	14167283	8910	0.0429	0.0211	1.169484027663	2
T10371	20	14171725	14862972	333	-0.6079	0.0211	1.04065251525022	2
T10371	20	14862972	62913996	23132	0.0327	0.0211	1.17162863553891	2
T10371	21	14386013	48084820	20854	0.0235	0.0211	1.19265885850394	2
T10371	22	16877135	51177928	17358	0.012	0.0211	1.22719291183591	2
T10371	23	169805	3025174	1557	-0.0991	0.0211	1.07314168847817	2
T10371	23	3029348	155233846	46686	-0.4977	0.0211	1.00689313298841	2
T10371	24	2911033	59032809	410	-0.0187	0.0211	1.86508484043831	2
