ID	chrom	loc.start	loc.end	num.mark	seg.mean	seg.med	probes.Sd	estimCopy
N07881	1	564621	249198692	71224	-0.0627	-0.0341	0.914452163233575	2
N07881	2	15703	243048760	73818	-0.0392	-0.0341	0.910462049099253	2
N07881	3	69244	197856433	60579	0.8845	0.9011	0.915215566426537	4
N07881	4	45410	190921709	55908	-0.01	-0.0341	0.910343433966069	2
N07881	5	36344	180692833	56335	0.9072	0.9011	0.92447241380784	4
N07881	6	203249	29502630	11948	-0.0791	-0.0341	0.907787739611936	2
N07881	6	29506127	34617902	2097	-0.2768	-0.236	0.968341632833023	2
N07881	6	34618893	170918031	41964	-0.0583	-0.0341	0.91643056496483	2
N07881	7	43259	159119220	46895	0.9073	0.9011	0.915515841608567	4
N07881	8	161222	5809562	3986	-0.9029	-0.855522840379222	0.902202257940052	1
N07881	8	5809596	41262874	14280	-1.1765	-1.2764	0.967293374000924	1
N07881	8	41267344	46924357	415	-0.4503	-0.4697	1.18015868728317	2
N07881	8	46936840	146293414	29885	-0.0383	-0.0341	0.912818950581329	2
N07881	9	37747	141071475	41387	0.9191	0.961511215882476	0.916913224183441	4
N07881	10	104427	135434551	48097	-0.0341	-0.0341	0.920834011997938	2
N07881	11	198510	16004562	6058	0.7939	0.6373	0.936882098699884	3
N07881	11	16006473	56760426	12159	0.2496	0.280238232838569	0.901732253975318	2
N07881	11	56773643	64172822	1876	0.5432	0.55343472898121	0.961511591885126	3
N07881	11	64175986	134944770	24332	0.895	0.9011	0.916058813352704	4
N07881	12	161382	128792617	40473	-0.087	-0.0341	0.927445284789405	2
N07881	12	128797746	133777645	1979	0.1571	0.15985	0.949058744023577	2
N07881	13	19045720	115106996	34060	0.0163	-0.0341	0.896527971317643	2
N07881	14	20211644	82146690	19940	-0.078	-0.0341	0.922492902301129	2
N07881	14	82147838	88429344	2087	0.1626	0.15985	0.885337290898754	2
N07881	14	88429427	94520260	2048	-0.1952	-0.236	0.936033261433641	2
N07881	14	94525447	107285437	3958	0.0452	-0.0341	0.907667228183603	2
N07881	15	20071673	29467605	1992	1.7902	1.83732741784274	0.979696783795105	7
N07881	15	29467622	102400037	24022	1.5369	1.56487243850857	0.941132341267121	6
N07881	16	86671	90163275	27567	0.0284	-0.0341	0.924775780834987	2
N07881	17	6689	81049726	20579	-0.0348	-0.0341	0.919131409491417	2
N07881	18	11543	78015057	26505	0.0168	-0.0341	0.903299957622	2
N07881	19	260912	59095126	11860	0.9935	1.03483753319231	0.947710850078575	4
N07881	20	61795	62912463	22820	-0.0217	-0.0341	0.924653083803385	2
N07881	21	10913441	48084820	12527	0.0028	-0.0341	0.933944222940515	2
N07881	22	16055171	51219006	11424	-0.0161	-0.0341	0.97012359034477	2
N07881	23	152439	2644240	328	0.4807	0.6373	1.5319314245317	3
N07881	23	2703391	154925045	36430	-1.5783	-1.55960498326833	0.999842598836538	1
N07881	24	2722506	6583358	112	-1.3763	-1.2764	1.23380655645587	1
N07881	24	6583866	28758193	235	-0.4891	-0.4697	0.964682166851754	2
