ID	chrom	loc.start	loc.end	num.mark	seg.mean	seg.med	probes.Sd	estimCopy
N08340	1	564621	115378405	34596	-0.0287	-0.03645	0.914975430107289	2
N08340	1	115379658	146775199	2076	-0.4207	-0.526	1.03858700229375	1
N08340	1	146783569	249198692	34552	-0.0472	-0.03645	0.897881719079324	2
N08340	2	15703	243048760	73818	-0.0363	-0.03645	0.904562264317129	2
N08340	3	69244	7448339	4040	1.046	1.08343181050509	0.903766964868573	4
N08340	3	7449156	11925610	2018	0.292	0.305490245866909	1.01516510430183	3
N08340	3	11941035	24177467	4113	-0.0643	-0.03645	0.917923794969077	2
N08340	3	24178366	29331859	1946	0.1469	0.1709	0.889397942890465	2
N08340	3	29332530	50824229	6067	-0.0544	-0.03645	0.906168607033843	2
N08340	3	50849368	197856433	42395	0.8792	0.8883	0.929384666573923	4
N08340	4	45410	54611619	16639	0.1402	0.1709	0.916254738109204	2
N08340	4	54611735	67733485	3913	0.3924	0.44535	0.859449605631049	3
N08340	4	67733709	76192871	2220	0.1709	0.1709	0.88679799239169	2
N08340	4	76193404	82536548	2069	-0.7422	-0.7711	1.09753883322343	1
N08340	4	82542028	120567635	10359	-1.0613	-1.2836	0.912962349559693	1
N08340	4	120570422	190921709	20708	0.2096	0.1709	0.89184231475272	2
N08340	5	36344	180692833	56335	-0.0258	-0.03645	0.905351919192196	2
N08340	6	203249	68098071	23040	-0.0366	-0.03645	0.921708876136393	2
N08340	6	68098169	68933994	243	-0.8	-0.7711	1.30258902656005	1
N08340	6	68934140	69130699	58	0.038	-0.03645	1.25903842441672	2
N08340	6	69131063	98256949	8707	-1.4858	-1.2836	0.949560209383184	1
N08340	6	98271019	105139181	1956	-1.1063	-1.2836	1.07457711094234	1
N08340	6	105145114	170918031	22005	-0.0408	-0.03645	0.906152553297996	2
N08340	7	43259	159119220	46895	0.8906	0.8883	0.934508971532237	4
N08340	8	161222	146293414	48566	0.886	0.8883	0.923789069062185	4
N08340	9	37747	37761044	16598	0.9061	0.8883	0.930667811709438	4
N08340	9	37775177	141071475	24789	1.444	1.4514	0.963494156416933	5
N08340	10	104427	135434551	48097	-0.0283	-0.03645	0.913427020772497	2
N08340	11	198510	134944770	44425	0.91	0.8883	0.93069370990118	4
N08340	12	161382	33303866	11975	-0.0504	-0.03645	0.918099087210933	2
N08340	12	33312197	133777645	30477	-0.0423	-0.03645	0.908281174801413	2
N08340	13	19045720	48060899	11482	-0.0706	-0.03645	0.916839742636859	2
N08340	13	48061478	52029591	1136	-0.9634	-1.2836	1.1974336418432	1
N08340	13	52034271	115106996	21442	-0.0151	-0.03645	0.888417190231865	2
N08340	14	20211644	91841069	23153	-0.0451	-0.03645	0.894560413955705	2
N08340	14	91841181	107285437	4880	-0.2887	-0.267470110664098	1.01059667403374	2
N08340	15	20071673	102400037	26014	-0.0239	-0.03645	0.909925764642924	2
N08340	16	86671	6649116	2122	-1.0671	-1.2836	1.12083986037423	1
N08340	16	6649325	9808976	2179	-1.3943	-1.2836	0.951665467139103	1
N08340	16	9809110	11135064	697	-0.6313	-0.526	1.25883558672346	1
N08340	16	11139322	34410569	5605	-0.0965	-0.03645	0.958493176831285	2
N08340	16	34410955	90163275	16964	-1.416	-1.2836	0.936135662179428	1
N08340	17	6689	81049726	20579	-0.0133	-0.03645	0.924928201645307	2
N08340	18	11543	78015057	26505	0.0056	-0.03645	0.894651175050561	2
N08340	19	260912	42245871	7950	-0.0511	-0.03645	0.961223283495804	2
N08340	19	42246489	49372244	1317	0.4983	0.44535	1.0412109861673	3
N08340	19	49375676	59095126	2593	0.8376	0.8883	0.984070741705174	4
N08340	20	61795	23803966	10416	0.2426	0.1709	0.926651189968822	2
N08340	20	23805548	36471599	2041	0.9608	0.979243151308533	1.04722017449338	4
N08340	20	36471673	62912463	10363	1.4588	1.4514	0.969583184349743	5
N08340	21	10913441	48084820	12527	0.0243	-0.03645	0.919160594103893	2
N08340	22	16055171	51219006	11424	0.0568	-0.03645	0.956252859426055	2
N08340	23	152439	44943419	13153	-1.3727	-1.2836	0.908114035270601	1
N08340	23	44951850	45038914	27	-3.4509	-4.8447	1.77434098500684	1
N08340	23	45046574	154925045	23578	-1.2836	-1.2836	0.922922186970629	1
N08340	24	2722506	6607539	114	-3.724	-3.07174045817869	2.12702472302641	1
N08340	24	6608568	28758193	233	-6.2385	-4.8447	2.09273440970101	1
