ID	chrom	loc.start	loc.end	num.mark	seg.mean	seg.med	probes.Sd	estimCopy
N08368	1	564621	69043224	20350	0.0159	0.0104	0.905746248015122	2
N08368	1	69047142	95151813	8153	-1.1245	-1.85935	0.951727743026394	1
N08368	1	95152018	97532700	751	-0.6535	-0.581835745404394	1.12470608040145	1
N08368	1	97534491	102048252	1321	-0.3294	-0.3515	0.946210103375407	2
N08368	1	102048323	146693429	6052	-0.0195	0.0104	0.946789666019164	2
N08368	1	146694421	249198692	34597	1.1408	1.18375443791297	0.904539484570074	5
N08368	2	15703	243048760	73818	0.0065	0.0104	0.905490481095205	2
N08368	3	69244	197856433	60579	-0.0031	0.0104	0.901869786349708	2
N08368	4	45410	190921709	55908	0.0323	0.0104	0.884865926915109	2
N08368	5	36344	21649344	8541	0.0691	0.0104	0.917552387841573	2
N08368	5	21660097	21700242	19	-1.3916	-1.85935	0.935695455891912	1
N08368	5	21701837	180692833	47775	-0.0222	0.0104	0.906640174068961	2
N08368	6	203249	18342134	8064	-0.155	0.0104	0.92007021865925	2
N08368	6	18342505	23132592	1918	0.149	0.0104	0.823765942832771	2
N08368	6	23135231	170918031	46027	-0.1316	0.0104	0.907075096860465	2
N08368	7	43259	159119220	46895	0.0296	0.0104	0.896725783744349	2
N08368	8	161222	146293414	48566	0.0828	0.0104	0.884903733673834	2
N08368	9	37747	8278669	4762	0.0286	0.0104	0.923813076002884	2
N08368	9	8280666	8705964	225	-0.4279	-0.3515	1.08515071910612	2
N08368	9	8708188	92074834	19846	0.0528	0.0104	0.900899090524937	2
N08368	9	92076119	98492964	2115	-0.2009	0.0104	0.902448253905136	2
N08368	9	98493505	141071475	14439	0.0411	0.0104	0.900777619752191	2
N08368	10	104427	135434551	48097	0.0182	0.0104	0.894992653114108	2
N08368	11	198510	134944770	44425	0.0104	0.0104	0.90216963345959	2
N08368	12	161382	7963212	2957	-1.212	-1.85935	0.942675765741518	1
N08368	12	7964029	8116021	27	-2.93	-1.85935	1.37886559323906	1
N08368	12	8116896	33839548	9163	-1.2236	-1.85935	0.956701826804446	1
N08368	12	33839589	133777645	30305	0.0033	0.0104	0.885149600558476	2
N08368	13	19045720	115106996	34060	-1.8491	-1.85935	0.950120556900564	1
N08368	14	20211644	107285437	28033	-0.0471	0.0104	0.892376128614258	2
N08368	15	20071673	102400037	26014	-0.0127	0.0104	0.91457392970203	2
N08368	16	86671	90163275	27567	0.0359	0.0104	0.916273796383923	2
N08368	17	6689	81049726	20579	-0.0057	0.0104	0.913254051721518	2
N08368	18	11543	78015057	26505	0.0302	0.0104	0.906048922445993	2
N08368	19	260912	59095126	11860	0.0221	0.0104	0.970142152860422	2
N08368	20	61795	62912463	22820	-0.0168	0.0104	0.90317128091161	2
N08368	21	10913441	48084820	12527	-0.1935	0.0104	0.906881814429894	2
N08368	22	16055171	22769923	1535	-1.8696	-1.85935	1.04340327043198	1
N08368	22	22777548	23035233	44	-5.722	-1.85935	2.65955808983928	1
N08368	22	23040318	51219006	9845	-1.9136	-1.85935	1.10469950718591	1
N08368	23	152439	141207571	32674	-1.7484	-1.85935	0.982442920957632	1
N08368	23	141207646	154925045	4084	-0.3515	-0.3515	0.90973850580844	2
N08368	24	2722506	6608568	115	-4.6671	-1.85935	2.49683217310786	1
N08368	24	6615362	28758193	232	-7.6153	-1.85935	2.58835157082012	1
