ID	chrom	loc.start	loc.end	num.mark	seg.mean	seg.med	probes.Sd	estimCopy
T01232	1	888659	249198692	55753	0.0158	-0.0094	0.891999373904785	2
T01232	2	15703	242775910	61869	-0.013	-0.0094	0.90869872406881	2
T01232	3	62614	197851260	51885	0.8451	0.86565	0.948296474487586	4
T01232	4	68911	41144591	11531	-0.0236	-0.0094	0.912016993275691	2
T01232	4	41147777	52706270	1985	-0.2938	-0.0094	0.988500072899432	2
T01232	4	52711185	55887962	808	-0.9229	-0.874889766872062	1.16486229265699	1
T01232	4	55890021	72122033	4142	-1.3195	-1.41085	0.920173143331336	1
T01232	4	72123829	190921709	30735	-0.0451	-0.0094	0.915753146523558	2
T01232	5	113577	180692321	46160	0.8603	0.86565	0.948467623473856	4
T01232	6	184719	170908114	51732	-0.0142	-0.0094	0.891047809203304	2
T01232	7	44167	159119220	46000	-0.0058	-0.0094	0.886899992061807	2
T01232	8	168484	146292734	38677	0.0047	-0.0094	0.904062994174605	2
T01232	9	208549	128879934	28540	0.8521	0.86565	0.955650169798624	4
T01232	9	128880147	141011581	1988	1.0866	1.15158248788395	0.975505558323064	4
T01232	10	104427	135426536	35233	0.027	-0.0094	0.894638279204114	2
T01232	11	230751	134938470	38224	0.8901	0.86565	0.937356308379559	4
T01232	12	180185	133777562	33062	-0.0305	-0.0094	0.911781012494573	2
T01232	13	19450806	115095705	27680	-1.3426	-1.41085	0.911590832812706	1
T01232	14	20511673	107285437	26698	-0.0227	-0.0094	0.878450864840286	2
T01232	15	22809980	102429049	24826	0.884	0.86565	0.914437691592602	4
T01232	16	89561	90146366	20654	0.0248	-0.0094	0.898986420641695	2
T01232	17	18901	70947492	15411	0.0021	-0.0094	0.906142656338607	2
T01232	17	70963920	81041938	1851	0.196	0.278685941314323	0.848167073463666	2
T01232	18	136305	78010194	20574	0.871	0.86565	0.945617736728448	4
T01232	19	260912	58956888	10268	0.9749	1.03328565818018	0.963675580618145	4
T01232	20	61795	62912463	16018	0.0331	-0.0094	0.895890065462288	2
T01232	21	15129378	48084820	10341	0.014	-0.0094	0.945780066638482	2
T01232	22	16888900	51177928	8585	-0.0258	-0.0094	0.932653572090248	2
T01232	23	169805	96648294	13519	-1.4791	-1.41085	1.01058386055484	1
T01232	23	96673732	96811308	15	-3.9606	-4.11654030973274	2.0764997173841	1
T01232	23	96846538	155233098	8539	-1.5175	-1.41085	1.03353848046427	1
