ID	chrom	loc.start	loc.end	num.mark	seg.mean	seg.med	probes.Sd	estimCopy
T00566	1	888659	249198692	55753	-0.009	-0.0243	0.819510387062964	2
T00566	2	15703	242775910	61869	-0.0159	-0.0243	0.809024005669494	2
T00566	3	62614	197851260	51885	0.8343	0.8179	0.779619423377531	4
T00566	4	68911	190921709	49201	-0.0314	-0.0243	0.812220860330854	2
T00566	5	113577	180692321	46160	0.8128	0.8179	0.78436108618348	4
T00566	6	184719	76027913	22762	-0.0243	-0.0243	0.798492699813063	2
T00566	6	76038587	82919014	2069	-0.9024	-0.8167	1.02371919363154	1
T00566	6	82925071	97092478	4138	-0.076	-0.0243	0.843094215259553	2
T00566	6	97093064	104023650	2080	-0.5987	-0.8167	1.15560403885147	1
T00566	6	104023932	132515568	8267	-0.0062	-0.0243	0.796572323916462	2
T00566	6	132520117	136743441	1422	-0.2285	-0.173313804097496	0.905699144457888	2
T00566	6	136744016	138619642	612	-0.5721	-0.479453357457337	1.12263799936288	2
T00566	6	138622483	170908114	10382	-1.2045	-1.2045	0.892192989369314	1
T00566	7	44167	159119220	46000	0.823	0.8179	0.777456304260928	4
T00566	8	168484	146292734	38677	-0.0489	-0.0243	0.822625215471473	2
T00566	9	208549	141011581	30528	0.8111	0.8179	0.784650360166695	4
T00566	10	104427	135426536	35233	0.0208	-0.0243	0.806915264405187	2
T00566	11	230751	134938470	38224	0.8642	0.883480566123917	0.774631032464776	4
T00566	12	180185	30730621	8311	-1.1819	-1.2045	0.89722502460745	1
T00566	12	30734402	133777562	24752	-0.0331	-0.0243	0.806156720669256	2
T00566	13	19450806	115095705	27680	0.0091	-0.0243	0.810213205629211	2
T00566	14	20511673	59240290	12310	-0.0718	-0.0243	0.820277869954653	2
T00566	14	59240410	80083729	6173	-1.2275	-1.2045	0.887024443593255	1
T00566	14	80084011	107285437	8215	-0.0668	-0.0243	0.785912454772084	2
T00566	15	22809980	102429049	24826	1.5175	1.53620681047858	0.763797951446247	6
T00566	16	89561	90146366	20654	-0.017	-0.0243	0.796349687306533	2
T00566	17	18901	81041938	17262	-0.0088	-0.0243	0.845174167344603	2
T00566	18	136305	78010194	20574	-0.0519	-0.0243	0.820777998629757	2
T00566	19	260912	58956888	10268	1.4339	1.44736678685652	0.775145308115501	5
T00566	20	61795	62912463	16018	-0.0231	-0.0243	0.814262663291129	2
T00566	21	15129378	48084820	10341	0.2751	0.299489581175001	0.833350932851456	3
T00566	22	16888900	51177928	8585	-0.037	-0.0243	0.814258448394568	2
T00566	23	169805	2693624	698	-0.5885	-0.313038353854263	1.33299837582736	2
T00566	23	2703633	8405517	1309	-1.9545	-2.15085	1.31492904399179	1
T00566	23	8405577	154862619	19961	-2.3472	-2.15085	1.08635389786574	1
T00566	23	154946935	155233098	105	-0.8167	-0.8167	1.29908019452783	1
