ID	chrom	loc.start	loc.end	num.mark	seg.mean	seg.med	probes.Sd	estimCopy
N08075	1	564621	249198692	71224	-0.0518	-0.0339	0.924427591058047	2
N08075	2	15703	154808697	47761	-0.025	-0.0339	0.929516865736439	2
N08075	2	154808709	243048760	26057	-0.0749	-0.0339	0.917517076955753	2
N08075	3	69244	197856433	60579	-0.0445	-0.0339	0.930373381840132	2
N08075	4	45410	64131238	19537	-0.0186	-0.0339	0.936273048442638	2
N08075	4	64141278	64151913	3	-6.2603	-6.081	0.296697663361683	0
N08075	4	64154567	190921709	36368	-0.0399	-0.0339	0.922900192015012	2
N08075	5	36344	180692833	56335	1.0059	1.02495	0.958539786585381	4
N08075	6	203249	8240327	3999	0.0374	-0.0339	0.947153589532184	2
N08075	6	8241801	18132588	3997	1.0104	1.02495	0.920950499142474	4
N08075	6	18135178	23170014	2000	0.4827	0.563	1.09896949007034	3
N08075	6	23170986	29631690	2016	0.1289	0.11885	1.077037142569	2
N08075	6	29631744	77422497	13812	1.0082	1.02495	0.954543194800279	4
N08075	6	77439868	77452804	6	-5.9017	-6.081	3.17442937305293	1
N08075	6	77461073	105133138	8170	1.0319	1.02495	0.967198976462147	4
N08075	6	105135079	111831834	2000	0.563	0.563	1.04085111359008	3
N08075	6	111835078	170918031	20009	-0.0939	-0.0339	0.959737679125415	2
N08075	7	43259	159119220	46895	1.0268	1.02495	0.960909601882617	4
N08075	8	161222	124723379	40469	-0.0339	-0.0339	0.924923148587389	2
N08075	8	124723631	129641777	2035	-0.9212	-0.8628	1.20009212558378	1
N08075	8	129642132	146293414	6062	-0.0111	-0.0339	0.921265143903242	2
N08075	9	37747	31119133	14528	-0.1165	-0.0339	0.967994395327045	2
N08075	9	31119647	37761044	2070	0.5692	0.563	1.06993814242202	3
N08075	9	37775177	141071475	24789	1.0294	1.02495	0.967416547697178	4
N08075	10	104427	135434551	48097	-0.0336	-0.0339	0.930455765357092	2
N08075	11	198510	134944770	44425	-0.0391	-0.0339	0.929515161300532	2
N08075	12	161382	133777645	42452	-0.067	-0.0339	0.934404733972558	2
N08075	13	19045720	115106996	34060	-0.0271	-0.0339	0.930482800610694	2
N08075	14	20211644	107285437	28033	-0.0629	-0.0339	0.936292211499489	2
N08075	15	20071673	102400037	26014	1.0231	1.02495	0.964472136772006	4
N08075	16	86671	90163275	27567	0.0189	-0.0339	0.938453196699477	2
N08075	17	6689	29161358	6744	0.0274	-0.0339	0.9364176411693	2
N08075	17	29161503	30331176	211	-0.674	-0.628366612502432	1.25523832962801	1
N08075	17	30344511	81049726	13624	-0.0422	-0.0339	0.932585511450474	2
N08075	18	11543	78015057	26505	-0.0207	-0.0339	0.929370108624096	2
N08075	19	260912	59095126	11860	1.1197	1.12917730983377	1.00316186456317	4
N08075	20	61795	62912463	22820	-0.0274	-0.0339	0.935345580808931	2
N08075	21	10913441	48084820	12527	1.0444	1.02495	0.988964338187736	4
N08075	22	16055171	35944976	6390	-1.5686	-1.56045128196835	0.972061950084825	1
N08075	22	35945037	40652801	1219	-0.8044	-0.8628	1.22216837841599	1
N08075	22	40656888	51219006	3815	0.1088	0.11885	0.964590770083858	2
N08075	23	152439	2717033	343	-1.19	-1.21399944945544	1.44889482785202	1
N08075	23	2717067	154925045	36415	-1.8744	-2.0393	0.961946229254137	1
N08075	24	2722506	28758193	347	-2.2042	-2.0393	1.08197354459316	1
