ID	chrom	loc.start	loc.end	num.mark	seg.mean	seg.med	probes.Sd	estimCopy
T00527	1	888659	249198692	55753	-0.0185	-0.00815	0.88950016291732	2
T00527	2	15703	242775910	61869	-0.0136	-0.00815	0.900359056943636	2
T00527	3	62614	197851260	51885	-0.0158	-0.00815	0.897931046026348	2
T00527	4	68911	190921709	49201	0.0613	-0.00815	0.88911847643894	2
T00527	5	113577	180692321	46160	-0.0106	-0.00815	0.902616565829487	2
T00527	6	184719	170908114	51732	-0.0087	-0.00815	0.899429724227921	2
T00527	7	44167	159119220	45999	0.0017	-0.00815	0.888824588800749	2
T00527	8	168484	146292734	38677	0.0047	-0.00815	0.905578481176228	2
T00527	9	208549	36501626	12254	0.0381	-0.00815	0.919677582279083	2
T00527	9	36502573	76320898	2045	0.9196	0.938249926670837	1.09505779801136	4
T00527	9	76321206	141011581	16229	1.3109	1.30185	0.840115043830888	5
T00527	10	104427	87515241	22799	-0.0133	-0.00815	0.899518307642863	2
T00527	10	87516747	95523221	2124	-0.2008	-0.181001635882118	0.973270058560028	2
T00527	10	95523396	135426536	10310	0.0248	-0.00815	0.88064644856495	2
T00527	11	230751	134938470	38224	1.2928	1.30185	0.824938512954583	5
T00527	12	180185	133777562	33063	-0.0246	-0.00815	0.91177400393243	2
T00527	13	19450806	115095705	27680	-0.0126	-0.00815	0.889296275132828	2
T00527	14	20511673	107285437	26698	-0.0389	-0.00815	0.877568239840561	2
T00527	15	22809980	102429049	24826	0.0214	-0.00815	0.863251693372636	2
T00527	16	89561	90146366	20654	-0.0273	-0.00815	0.877762973416045	2
T00527	17	18901	81041938	17262	-0.0224	-0.00815	0.874725050543464	2
T00527	18	136305	78010194	20573	-0.0017	-0.00815	0.885903104088389	2
T00527	19	260912	58956888	10268	-0.0076	-0.00815	0.863687332648534	2
T00527	20	61795	62912463	16018	0.0625	-0.00815	0.875983886421264	2
T00527	21	15129378	48084820	10341	-0.0022	-0.00815	0.935921901831439	2
T00527	22	16888900	51177928	8585	0.0213	-0.00815	0.937143093547857	2
T00527	23	169805	2802368	712	-0.5769	-0.435085652275219	1.52922733175968	2
T00527	23	2802568	154974015	21261	-2.6048	-2.63747050139578	1.32936232784556	1
T00527	23	154976950	155233098	100	-1.0894	-0.901908199845162	1.75469793146115	1
